You entered a buffer length of 20,,x_20,y_20_up,z_20,z_20_up,,,,,,,,,,,,y_100
Average X value:,0.109229, Average Y value:,0.813251, Average Z value:,0.250925, Max X values:,0.3807,-0.18037, Max Y values:,1.953427,-0.071599, Max Z values:,0.3807,-0.18037,,,0.994505
Average X value:,0.081005, Average Y value:,0.710578, Average Z value:,0.254312, Max X values:,0.3807,-0.197827, Max Y values:,1.771165,-0.100043, Max Z values:,0.3807,-0.197827,,,0.992823
Average X value:,0.052432, Average Y value:,0.618855, Average Z value:,0.253708, Max X values:,0.364829,-0.197827, Max Y values:,1.602454,-0.100043, Max Z values:,0.364829,-0.197827,,,0.990758
Average X value:,0.025435, Average Y value:,0.538344, Average Z value:,0.249533, Max X values:,0.350668,-0.197827, Max Y values:,1.46829,-0.100043, Max Z values:,0.350668,-0.197827,,,0.988719
Average X value:,-0.000317, Average Y value:,0.466941, Average Z value:,0.243209, Max X values:,0.337484,-0.197827, Max Y values:,1.338033,-0.100043, Max Z values:,0.337484,-0.197827,,,0.986469
Average X value:,-0.023164, Average Y value:,0.40495, Average Z value:,0.237765, Max X values:,0.327962,-0.197827, Max Y values:,1.231704,-0.100043, Max Z values:,0.327962,-0.197827,,,0.983803
Average X value:,-0.04357, Average Y value:,0.353085, Average Z value:,0.237576, Max X values:,0.278276,-0.197827, Max Y values:,1.14161,-0.100043, Max Z values:,0.278276,-0.197827,,,0.981145
Average X value:,-0.059849, Average Y value:,0.311127, Average Z value:,0.241824, Max X values:,0.24031,-0.197827, Max Y values:,1.027467,-0.100043, Max Z values:,0.24031,-0.197827,,,0.978911
Average X value:,-0.074351, Average Y value:,0.281835, Average Z value:,0.248032, Max X values:,0.229811,-0.197827, Max Y values:,0.979979,-0.100043, Max Z values:,0.229811,-0.197827,,,0.97723
Average X value:,-0.087255, Average Y value:,0.263511, Average Z value:,0.251437, Max X values:,0.159495,-0.197827, Max Y values:,0.852652,-0.100043, Max Z values:,0.159495,-0.197827,,,0.975571
Average X value:,-0.095129, Average Y value:,0.258243, Average Z value:,0.251883, Max X values:,0.080754,-0.197827, Max Y values:,0.747299,-0.100043, Max Z values:,0.080754,-0.197827,,,0.974947
Average X value:,-0.096142, Average Y value:,0.268724, Average Z value:,0.252066, Max X values:,0.06049,-0.197827, Max Y values:,0.916499,-0.100043, Max Z values:,0.06049,-0.197827,,,0.97628
Average X value:,-0.095721, Average Y value:,0.290148, Average Z value:,0.251773, Max X values:,0.068058,-0.197827, Max Y values:,1.003174,-0.100043, Max Z values:,0.068058,-0.197827,,,0.979851
Average X value:,-0.093976, Average Y value:,0.321693, Average Z value:,0.254782, Max X values:,0.068058,-0.197827, Max Y values:,1.087163,-0.100043, Max Z values:,0.068058,-0.197827,,,0.983666
Average X value:,-0.081835, Average Y value:,0.365232, Average Z value:,0.259898, Max X values:,0.210401,-0.197827, Max Y values:,1.276262,-0.100043, Max Z values:,0.210401,-0.197827,,,0.986471
Average X value:,-0.059904, Average Y value:,0.42101, Average Z value:,0.270628, Max X values:,0.314411,-0.197827, Max Y values:,1.446682,-0.100043, Max Z values:,0.314411,-0.197827,,,0.989942
Average X value:,-0.0355, Average Y value:,0.486028, Average Z value:,0.282183, Max X values:,0.314411,-0.197827, Max Y values:,1.581212,-0.100043, Max Z values:,0.314411,-0.197827,,,0.995069
Average X value:,-0.006427, Average Y value:,0.568193, Average Z value:,0.295422, Max X values:,0.403894,-0.197827, Max Y values:,1.816456,-0.100043, Max Z values:,0.403894,-0.197827,,,1.001051
Average X value:,0.025649, Average Y value:,0.667344, Average Z value:,0.306354, Max X values:,0.475554,-0.197827, Max Y values:,2.038638,-0.100043, Max Z values:,0.475554,-0.197827,,,1.004679
Average X value:,0.058097, Average Y value:,0.778942, Average Z value:,0.312861, Max X values:,0.486541,-0.197827, Max Y values:,2.217726,-0.100043, Max Z values:,0.486541,-0.197827,,,1.006072
Average X value:,0.090765, Average Y value:,0.897925, Average Z value:,0.317134, Max X values:,0.486541,-0.197827, Max Y values:,2.308063,-0.100043, Max Z values:,0.486541,-0.197827,,,1.006192
Average X value:,0.124324, Average Y value:,1.024171, Average Z value:,0.317323, Max X values:,0.486541,-0.190746, Max Y values:,2.424892,-0.063297, Max Z values:,0.486541,-0.190746,,,0.995228
Average X value:,0.156119, Average Y value:,1.150308, Average Z value:,0.315345, Max X values:,0.486541,-0.175121, Max Y values:,2.45944,-0.007752, Max Z values:,0.486541,-0.175121,,,0.967521
Average X value:,0.185064, Average Y value:,1.271916, Average Z value:,0.312849, Max X values:,0.486541,-0.164378, Max Y values:,2.45944,0.040225, Max Z values:,0.486541,-0.164378,,,0.956649
Average X value:,0.21294, Average Y value:,1.385912, Average Z value:,0.310084, Max X values:,0.486541,-0.119453, Max Y values:,2.45944,0.098212, Max Z values:,0.486541,-0.119453,,,0.943688
Average X value:,0.238497, Average Y value:,1.488384, Average Z value:,0.308374, Max X values:,0.486541,-0.080144, Max Y values:,2.45944,0.194409, Max Z values:,0.486541,-0.080144,,,0.934277
Average X value:,0.262962, Average Y value:,1.576384, Average Z value:,0.308057, Max X values:,0.486541,-0.049747, Max Y values:,2.45944,0.302448, Max Z values:,0.486541,-0.049747,,,0.923583
Average X value:,0.285528, Average Y value:,1.648562, Average Z value:,0.307843, Max X values:,0.486541,-0.049747, Max Y values:,2.45944,0.441616, Max Z values:,0.486541,-0.049747,,,0.912255
Average X value:,0.307563, Average Y value:,1.704572, Average Z value:,0.3047, Max X values:,0.486541,-0.028261, Max Y values:,2.45944,0.613502, Max Z values:,0.486541,-0.028261,,,0.901441
Average X value:,0.327248, Average Y value:,1.742196, Average Z value:,0.301379, Max X values:,0.486541,0.002014, Max Y values:,2.45944,0.747299, Max Z values:,0.486541,0.002014,,,0.908016
Average X value:,0.342477, Average Y value:,1.765898, Average Z value:,0.299213, Max X values:,0.486541,0.06049, Max Y values:,2.45944,0.916499, Max Z values:,0.486541,0.06049,,,0.906072
Average X value:,0.351712, Average Y value:,1.776506, Average Z value:,0.296283, Max X values:,0.486541,0.065128, Max Y values:,2.45944,1.003174, Max Z values:,0.486541,0.065128,,,0.900785
Average X value:,0.357755, Average Y value:,1.774797, Average Z value:,0.293945, Max X values:,0.486541,0.065128, Max Y values:,2.45944,0.968992, Max Z values:,0.486541,0.065128,,,0.896639
Average X value:,0.361783, Average Y value:,1.760575, Average Z value:,0.291284, Max X values:,0.486541,0.1457, Max Y values:,2.45944,0.802722, Max Z values:,0.486541,0.1457,,,0.893996
Average X value:,0.356876, Average Y value:,1.728743, Average Z value:,0.289459, Max X values:,0.486541,0.11225, Max Y values:,2.45944,0.639626, Max Z values:,0.486541,0.11225,,,0.892552
Average X value:,0.345791, Average Y value:,1.681578, Average Z value:,0.286504, Max X values:,0.486541,0.092718, Max Y values:,2.45944,0.503388, Max Z values:,0.486541,0.092718,,,0.892012
Average X value:,0.32964, Average Y value:,1.622029, Average Z value:,0.284154, Max X values:,0.486541,-0.014222, Max Y values:,2.45944,0.390222, Max Z values:,0.486541,-0.014222,,,0.893112
Average X value:,0.305408, Average Y value:,1.548776, Average Z value:,0.277886, Max X values:,0.486541,-0.080754, Max Y values:,2.45944,0.351401, Max Z values:,0.486541,-0.080754,,,0.895267
Average X value:,0.274632, Average Y value:,1.464274, Average Z value:,0.269297, Max X values:,0.486541,-0.139962, Max Y values:,2.45944,0.348593, Max Z values:,0.486541,-0.139962,,,0.898119
Average X value:,0.243863, Average Y value:,1.368766, Average Z value:,0.261185, Max X values:,0.473356,-0.139962, Max Y values:,2.45944,0.307575, Max Z values:,0.473356,-0.139962,,,0.901327
Average X value:,0.212904, Average Y value:,1.264768, Average Z value:,0.255496, Max X values:,0.473356,-0.146188, Max Y values:,2.45944,0.228102, Max Z values:,0.473356,-0.146188,,,0.905292
Average X value:,0.181206, Average Y value:,1.151804, Average Z value:,0.254788, Max X values:,0.445157,-0.160593, Max Y values:,2.45944,0.165599, Max Z values:,0.445157,-0.160593,,,0.909642
Average X value:,0.15087, Average Y value:,1.034072, Average Z value:,0.25687, Max X values:,0.409144,-0.16157, Max Y values:,2.424403,0.104804, Max Z values:,0.409144,-0.16157,,,0.914422
Average X value:,0.120027, Average Y value:,0.915736, Average Z value:,0.261081, Max X values:,0.409144,-0.213087, Max Y values:,2.320149,0.057682, Max Z values:,0.409144,-0.213087,,,0.919984
Average X value:,0.087975, Average Y value:,0.80069, Average Z value:,0.265153, Max X values:,0.409144,-0.247879, Max Y values:,2.147653,0.019227, Max Z values:,0.409144,-0.247879,,,0.926348
Average X value:,0.057511, Average Y value:,0.694146, Average Z value:,0.268907, Max X values:,0.409144,-0.247879, Max Y values:,1.954404,0.016786, Max Z values:,0.409144,-0.247879,,,0.933247
Average X value:,0.026442, Average Y value:,0.596734, Average Z value:,0.26967, Max X values:,0.404016,-0.247879, Max Y values:,1.746017,0.006165, Max Z values:,0.404016,-0.247879,,,0.940649
Average X value:,-0.003907, Average Y value:,0.51106, Average Z value:,0.265537, Max X values:,0.390954,-0.247879, Max Y values:,1.561802,0.006165, Max Z values:,0.390954,-0.247879,,,0.948462
Average X value:,-0.033431, Average Y value:,0.43691, Average Z value:,0.262412, Max X values:,0.36544,-0.247879, Max Y values:,1.365989,0.006165, Max Z values:,0.36544,-0.247879,,,0.956258
Average X value:,-0.061338, Average Y value:,0.375707, Average Z value:,0.261167, Max X values:,0.306598,-0.247879, Max Y values:,1.221327,0.006165, Max Z values:,0.306598,-0.247879,,,0.964099
Average X value:,-0.085552, Average Y value:,0.324672, Average Z value:,0.261057, Max X values:,0.245193,-0.247879, Max Y values:,1.12867,0.006165, Max Z values:,0.245193,-0.247879,,,0.972083
Average X value:,-0.105292, Average Y value:,0.282226, Average Z value:,0.26218, Max X values:,0.188915,-0.247879, Max Y values:,0.968992,0.006165, Max Z values:,0.188915,-0.247879,,,0.98001
Average X value:,-0.121864, Average Y value:,0.251407, Average Z value:,0.263572, Max X values:,0.1457,-0.247879, Max Y values:,0.802722,0.006165, Max Z values:,0.1457,-0.247879,,,0.987697
Average X value:,-0.132888, Average Y value:,0.237771, Average Z value:,0.265476, Max X values:,0.11225,-0.247879, Max Y values:,0.639626,0.006165, Max Z values:,0.11225,-0.247879,,,0.994754
Average X value:,-0.138345, Average Y value:,0.240603, Average Z value:,0.264457, Max X values:,0.092718,-0.247879, Max Y values:,0.69627,0.006165, Max Z values:,0.092718,-0.247879,,,1.001373
Average X value:,-0.142569, Average Y value:,0.256937, Average Z value:,0.262961, Max X values:,0.00824,-0.247879, Max Y values:,0.830068,0.006165, Max Z values:,0.00824,-0.247879,,,1.007386
Average X value:,-0.13998, Average Y value:,0.289715, Average Z value:,0.259433, Max X values:,0.037539,-0.247879, Max Y values:,1.045779,0.006165, Max Z values:,0.037539,-0.247879,,,1.013001
Average X value:,-0.124556, Average Y value:,0.342636, Average Z value:,0.259171, Max X values:,0.227736,-0.247879, Max Y values:,1.409815,0.006165, Max Z values:,0.227736,-0.247879,,,1.018212
Average X value:,-0.103058, Average Y value:,0.407581, Average Z value:,0.260001, Max X values:,0.289996,-0.247879, Max Y values:,1.647501,0.006165, Max Z values:,0.289996,-0.247879,,,1.022247
Average X value:,-0.085802, Average Y value:,0.474895, Average Z value:,0.259971, Max X values:,0.289996,-0.247879, Max Y values:,1.653848,0.006165, Max Z values:,0.289996,-0.247879,,,1.024834
Average X value:,-0.067784, Average Y value:,0.54949, Average Z value:,0.257584, Max X values:,0.289996,-0.247879, Max Y values:,1.720015,0.006165, Max Z values:,0.289996,-0.247879,,,1.027132
Average X value:,-0.044809, Average Y value:,0.632534, Average Z value:,0.251419, Max X values:,0.298907,-0.247879, Max Y values:,1.826467,0.006165, Max Z values:,0.298907,-0.247879,,,1.029151
Average X value:,-0.021675, Average Y value:,0.719502, Average Z value:,0.2431, Max X values:,0.301105,-0.247879, Max Y values:,1.844168,0.006165, Max Z values:,0.301105,-0.247879,,,1.029561
Average X value:,0.0026, Average Y value:,0.806257, Average Z value:,0.233101, Max X values:,0.301105,-0.247879, Max Y values:,1.844168,0.006165, Max Z values:,0.301105,-0.247879,,,1.028249
Average X value:,0.024843, Average Y value:,0.888665, Average Z value:,0.22433, Max X values:,0.301105,-0.217604, Max Y values:,1.844168,0.006165, Max Z values:,0.301105,-0.217604,,,1.02674
Average X value:,0.043765, Average Y value:,0.9572, Average Z value:,0.241574, Max X values:,0.301105,-0.212232, Max Y values:,1.844168,0.006165, Max Z values:,0.301105,-0.212232,,,1.025138
Average X value:,0.060062, Average Y value:,1.012721, Average Z value:,0.239828, Max X values:,0.301105,-0.202954, Max Y values:,1.844168,0.032534, Max Z values:,0.301105,-0.202954,,,1.021355
Average X value:,0.079497, Average Y value:,1.067863, Average Z value:,0.243747, Max X values:,0.301105,-0.199536, Max Y values:,1.844168,0.078801, Max Z values:,0.301105,-0.199536,,,1.014957
Average X value:,0.094653, Average Y value:,1.117402, Average Z value:,0.235897, Max X values:,0.301105,-0.1927, Max Y values:,1.844168,0.141915, Max Z values:,0.301105,-0.1927,,,1.00722
Average X value:,0.105115, Average Y value:,1.168156, Average Z value:,0.220363, Max X values:,0.301105,-0.177684, Max Y values:,1.844168,0.200635, Max Z values:,0.301105,-0.177684,,,0.999137
Average X value:,0.115382, Average Y value:,1.217848, Average Z value:,0.204773, Max X values:,0.301105,-0.149606, Max Y values:,1.844168,0.279741, Max Z values:,0.301105,-0.149606,,,0.989885
Average X value:,0.126674, Average Y value:,1.26583, Average Z value:,0.193707, Max X values:,0.301105,-0.142526, Max Y values:,1.844168,0.352622, Max Z values:,0.301105,-0.142526,,,0.979322
Average X value:,0.138894, Average Y value:,1.307514, Average Z value:,0.18167, Max X values:,0.301105,-0.074773, Max Y values:,1.844168,0.530001, Max Z values:,0.301105,-0.074773,,,0.967431
Average X value:,0.146927, Average Y value:,1.332357, Average Z value:,0.173704, Max X values:,0.301105,0.003113, Max Y values:,1.844168,0.69627, Max Z values:,0.301105,0.003113,,,0.954699
Average X value:,0.150235, Average Y value:,1.340652, Average Z value:,0.17415, Max X values:,0.301105,0.00824, Max Y values:,1.844168,0.830068, Max Z values:,0.301105,0.00824,,,0.941951
Average X value:,0.155814, Average Y value:,1.339864, Average Z value:,0.177818, Max X values:,0.301105,0.016541, Max Y values:,1.844168,0.81432, Max Z values:,0.301105,0.016541,,,0.929509
Average X value:,0.159293, Average Y value:,1.332338, Average Z value:,0.184118, Max X values:,0.301105,0.016541, Max Y values:,1.844168,0.81432, Max Z values:,0.301105,0.016541,,,0.917903
Average X value:,0.15184, Average Y value:,1.307319, Average Z value:,0.181456, Max X values:,0.301105,0.016541, Max Y values:,1.844168,0.81432, Max Z values:,0.301105,0.016541,,,0.907483
Average X value:,0.140115, Average Y value:,1.267204, Average Z value:,0.176427, Max X values:,0.301105,0.016541, Max Y values:,1.844168,0.81432, Max Z values:,0.301105,0.016541,,,0.898979
Average X value:,0.13301, Average Y value:,1.229097, Average Z value:,0.175517, Max X values:,0.301105,0.016541, Max Y values:,1.844168,0.81432, Max Z values:,0.301105,0.016541,,,0.892165
Average X value:,0.125929, Average Y value:,1.190344, Average Z value:,0.177837, Max X values:,0.301105,0.016541, Max Y values:,1.844168,0.81432, Max Z values:,0.301105,0.016541,,,0.887067
Average X value:,0.118171, Average Y value:,1.14241, Average Z value:,0.190777, Max X values:,0.301105,0.016541, Max Y values:,1.844168,0.81432, Max Z values:,0.301105,0.016541,,,0.883842
Average X value:,0.099463, Average Y value:,1.138656, Average Z value:,0.209382, Max X values:,0.272416,-0.073064, Max Y values:,1.792773,0.81432, Max Z values:,0.272416,-0.073064,,,0.88164
Average X value:,0.081371, Average Y value:,1.081304, Average Z value:,0.217805, Max X values:,0.196972,-0.089422, Max Y values:,1.76909,0.64573, Max Z values:,0.196972,-0.089422,,,0.880403
Average X value:,0.062736, Average Y value:,1.019459, Average Z value:,0.219184, Max X values:,0.185741,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.185741,-0.175731,,,0.879869
Average X value:,0.054227, Average Y value:,1.00871, Average Z value:,0.194061, Max X values:,0.185741,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.185741,-0.175731,,,0.880291
Average X value:,0.057737, Average Y value:,1.001306, Average Z value:,0.193725, Max X values:,0.185741,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.185741,-0.175731,,,0.881824
Average X value:,0.053891, Average Y value:,0.992303, Average Z value:,0.193646, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,0.883693
Average X value:,0.048074, Average Y value:,0.987426, Average Z value:,0.203711, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.048227, Average Y value:,0.978093, Average Z value:,0.219648, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.049118, Average Y value:,0.966123, Average Z value:,0.236208, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.048306, Average Y value:,0.952341, Average Z value:,0.24537, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.046072, Average Y value:,0.941873, Average Z value:,0.252841, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.04175, Average Y value:,0.940139, Average Z value:,0.254343, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.038283, Average Y value:,0.946023, Average Z value:,0.248343, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.032259, Average Y value:,0.954428, Average Z value:,0.238638, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.026765, Average Y value:,0.959006, Average Z value:,0.227919, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.022773, Average Y value:,0.962711, Average Z value:,0.22646, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.019911, Average Y value:,0.969853, Average Z value:,0.230495, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.016041, Average Y value:,0.974229, Average Z value:,0.234102, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.012348, Average Y value:,0.976384, Average Z value:,0.236257, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.005121, Average Y value:,0.982317, Average Z value:,0.230483, Max X values:,0.18391,-0.175731, Max Y values:,1.76909,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.008545, Average Y value:,0.943179, Average Z value:,0.220533, Max X values:,0.18391,-0.175731, Max Y values:,1.172496,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.013026, Average Y value:,0.960007, Average Z value:,0.2209, Max X values:,0.18391,-0.175731, Max Y values:,1.172496,0.430507, Max Z values:,0.18391,-0.175731,,,
Average X value:,0.021711, Average Y value:,0.987804, Average Z value:,0.227748, Max X values:,0.18391,-0.012757, Max Y values:,1.172496,0.955075, Max Z values:,0.18391,-0.012757,,,
Average X value:,0.022059, Average Y value:,0.978435, Average Z value:,0.23445, Max X values:,0.18391,-0.012757, Max Y values:,0.992187,0.955075, Max Z values:,0.18391,-0.012757,,,
Average X value:,0.01269, Average Y value:,0.979216, Average Z value:,0.234987, Max X values:,0.108832,-0.012757, Max Y values:,0.992187,0.955075, Max Z values:,0.108832,-0.012757,,,
Average X value:,0.007129, Average Y value:,0.980712, Average Z value:,0.230818, Max X values:,0.060001,-0.012757, Max Y values:,0.992187,0.955075, Max Z values:,0.060001,-0.012757,,,
Average X value:,0.007648, Average Y value:,0.981285, Average Z value:,0.227345, Max X values:,0.060001,-0.004578, Max Y values:,0.992187,0.955075, Max Z values:,0.060001,-0.004578,,,
Average X value:,0.006519, Average Y value:,0.982091, Average Z value:,0.224562, Max X values:,0.060001,-0.004578, Max Y values:,0.992187,0.955075, Max Z values:,0.060001,-0.004578,,,
Average X value:,0.004114, Average Y value:,0.983648, Average Z value:,0.219728, Max X values:,0.060001,-0.004578, Max Y values:,0.992187,0.963743, Max Z values:,0.060001,-0.004578,,,
Average X value:,0.000952, Average Y value:,0.984588, Average Z value:,0.21678, Max X values:,0.057193,-0.004578, Max Y values:,0.992187,0.976927, Max Z values:,0.057193,-0.004578,,,
Average X value:,-0.002008, Average Y value:,0.985039, Average Z value:,0.215717, Max X values:,0.000183,-0.004578, Max Y values:,0.992187,0.979247, Max Z values:,0.000183,-0.004578,,,
Average X value:,-0.002057, Average Y value:,0.984795, Average Z value:,0.215705, Max X values:,0.000183,-0.004578, Max Y values:,0.988036,0.979247, Max Z values:,0.000183,-0.004578,,,
Average X value:,-0.002106, Average Y value:,0.985033, Average Z value:,0.215699, Max X values:,0.000183,-0.004578, Max Y values:,0.988036,0.979247, Max Z values:,0.000183,-0.004578,,,
Average X value:,-0.00221, Average Y value:,0.985094, Average Z value:,0.215809, Max X values:,0.000183,-0.004578, Max Y values:,0.988036,0.979247, Max Z values:,0.000183,-0.004578,,,
Average X value:,-0.0021, Average Y value:,0.984972, Average Z value:,0.215888, Max X values:,0.000183,-0.004578, Max Y values:,0.988036,0.979247, Max Z values:,0.000183,-0.004578,,,
Average X value:,-0.002173, Average Y value:,0.985076, Average Z value:,0.21573, Max X values:,0.000183,-0.004578, Max Y values:,0.988036,0.979247, Max Z values:,0.000183,-0.004578,,,
Average X value:,-0.002722, Average Y value:,0.9846, Average Z value:,0.215107, Max X values:,0.000183,-0.012757, Max Y values:,0.988036,0.978514, Max Z values:,0.000183,-0.012757,,,
