You entered a buffer length of 100,x_100_up,,y_100_up,,z_100_up,,,,,,,,,
Average X value:,-0.019202, Average Y value:,0.898119, Average Z value:,0.134382, Max X values:,0.260209,-0.228835, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.017849, Average Y value:,0.901327, Average Z value:,0.134717, Max X values:,0.260209,-0.228835, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.015667, Average Y value:,0.905292, Average Z value:,0.135564, Max X values:,0.260209,-0.228835, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.013322, Average Y value:,0.909642, Average Z value:,0.136565, Max X values:,0.260209,-0.208936, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.208936
Average X value:,-0.011157, Average Y value:,0.914422, Average Z value:,0.137377, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,-0.009239, Average Y value:,0.919984, Average Z value:,0.138245, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,-0.007685, Average Y value:,0.926348, Average Z value:,0.139099, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,-0.006271, Average Y value:,0.933247, Average Z value:,0.139939, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,-0.004494, Average Y value:,0.940649, Average Z value:,0.140649, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,-0.002492, Average Y value:,0.948462, Average Z value:,0.141433, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,-0.000951, Average Y value:,0.956258, Average Z value:,0.142226, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.000208, Average Y value:,0.964099, Average Z value:,0.142818, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.001301, Average Y value:,0.972083, Average Z value:,0.143439, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.002512, Average Y value:,0.98001, Average Z value:,0.144169, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.003739, Average Y value:,0.987697, Average Z value:,0.144767, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.004728, Average Y value:,0.994754, Average Z value:,0.145331, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.005596, Average Y value:,1.001373, Average Z value:,0.145899, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.006587, Average Y value:,1.007386, Average Z value:,0.146713, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.007653, Average Y value:,1.013001, Average Z value:,0.147807, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.008377, Average Y value:,1.018212, Average Z value:,0.14988, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.009251, Average Y value:,1.022247, Average Z value:,0.151286, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.00977, Average Y value:,1.024834, Average Z value:,0.15242, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.010381, Average Y value:,1.027132, Average Z value:,0.153617, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.010928, Average Y value:,1.029151, Average Z value:,0.154773, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.010013, Average Y value:,1.029561, Average Z value:,0.155499, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.008393, Average Y value:,1.028249, Average Z value:,0.155488, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.007012, Average Y value:,1.02674, Average Z value:,0.155895, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.007503, Average Y value:,1.025138, Average Z value:,0.156477, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.007388, Average Y value:,1.021355, Average Z value:,0.157073, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.005589, Average Y value:,1.014957, Average Z value:,0.15786, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.003706, Average Y value:,1.00722, Average Z value:,0.158795, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.002152, Average Y value:,0.999137, Average Z value:,0.159648, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,0.000031, Average Y value:,0.989885, Average Z value:,0.160012, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,-0.002355, Average Y value:,0.979322, Average Z value:,0.160255, Max X values:,0.260209,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.20271
Average X value:,-0.004965, Average Y value:,0.967431, Average Z value:,0.160725, Max X values:,0.254715,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.254715,-0.20271
Average X value:,-0.00754, Average Y value:,0.954699, Average Z value:,0.161067, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
Average X value:,-0.009509, Average Y value:,0.941951, Average Z value:,0.161398, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
Average X value:,-0.010991, Average Y value:,0.929509, Average Z value:,0.161765, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
Average X value:,-0.01244, Average Y value:,0.917903, Average Z value:,0.162254, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
Average X value:,-0.013925, Average Y value:,0.907483, Average Z value:,0.162739, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
Average X value:,-0.015392, Average Y value:,0.898979, Average Z value:,0.163145, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
Average X value:,-0.017239, Average Y value:,0.892165, Average Z value:,0.163637, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
Average X value:,-0.019164, Average Y value:,0.887067, Average Z value:,0.163904, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
Average X value:,-0.020947, Average Y value:,0.883842, Average Z value:,0.164136, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
Average X value:,-0.022189, Average Y value:,0.88164, Average Z value:,0.163991, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
Average X value:,-0.0225, Average Y value:,0.880403, Average Z value:,0.163959, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
Average X value:,-0.02262, Average Y value:,0.879869, Average Z value:,0.164491, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
Average X value:,-0.022543, Average Y value:,0.880291, Average Z value:,0.165097, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
Average X value:,-0.022146, Average Y value:,0.881824, Average Z value:,0.165487, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
Average X value:,-0.021839, Average Y value:,0.883693, Average Z value:,0.165736, Max X values:,0.20564,-0.20271, Max Y values:,2.48178,-0.930294, Max Z values:,0.20564,-0.20271
